has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ppl0web-5nnms7c8u8.live-website.com/ch/...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/u/4/d/e/2PACX-1vT40GsU8IeBOWEKg6f...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSgzvYpcfLH8u8xRpsK__9...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSLw__MMGNJ9GqjNm5ELoZ...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vT0wbgDVfbi90LJlpJOxuu...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/u/4/d/e/2PACX-1vT40GsU8IeBOWEKg6f...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSVG_fkTrrhrdvPowwWGjK...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRY4Y0MThxTVtpgE_ucf9s...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSmVQdFeDwGVilZKx9g-we...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vR3_1YSUK6eRHzf1hjbVKb...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRCEle7ipacyh64QXV89oz...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQwqYvrVQ4d_EqkGVzB16q...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQwqYvrVQ4d_EqkGVzB16q...,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,32,1,1,0,851,1,1,0,12,0,0,0,0,0,0,5,0,0,0,0,9,0,http://allegrolokalnie.ogloszenia24h-7.pl,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQW6njIl5-q8gZFLYKAzWH...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQW6njIl5-q8gZFLYKAzWH...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQwqYvrVQ4d_EqkGVzB16q...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,14,0,0,0,286,0,2,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQDrz_mi5VwB5bZhggXE0-...,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,37,0,0,0,348,0,11,1,18,0,1,0,0,0,0,16,0,0,0,0,0,0,https://bio.site/bellalian,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://datahousesync.softechers.com/h/support.api.id.me/idmeold/ea0f....,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://mnsje.rssew.xyz/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://hjert.rssew.xyz/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://xsdet.rssew.xyz/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://dfhrw.rssew.xyz/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,0,382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,https://customer258769455.portal.membersuite.com/Logout.aspx?n=https:/...,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://kjuwit.ouipb.xyz/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pobeda70.astrgorod.ru/sites/default/files/supportid.me/index.h...,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://yaecxt.ouipb.xyz/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://xzcgfr.ouipb.xyz/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://haerye.ouipb.xyz/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://bafybeif2f42dmcatcx2iutypwiipcdafmwxlu7hu43zolf7w6yf47fclue.ipfs.cf-ipfs.com/,1
1,1,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,2,4,7,0,0,0,350,0,0,3,16,0,0,0,0,1,0,4,0,0,0,0,4,0,http://bafybeihm3rkqs2x2tqjxvpy4gye35xhfjrggkhekubhfcehcaxzaeali5m.ipfs.dweb.link/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,91,0,2,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,http://conjecturing-cutprice.click/,1
1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,7,0,0,6,4,17,38,1,0,0,767,0,9,0,11,0,0,1,0,0,0,5,0,0,0,0,3,0,http://1858121448.rsc.paypal-merchant.ru/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,24,0,0,0,358,0,7,1,16,0,0,0,0,0,0,2,0,0,0,0,1,0,http://telegramme2.privatemessage25.com/,1
1,1,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,1,1,8,13,0,0,0,308,0,0,2,8,0,0,0,0,1,0,3,0,0,0,0,4,0,http://bafkreieinfwfq3fd4gbzpmaych6chr23jadt4patygjgmjagwusplp5c24.ipfs.nftstorage.link/,1
1,1,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,6,1,5,3,1,1,1,350,0,7,0,44,0,1,1,0,0,0,10,1,0,0,0,0,0,http://qkgro.blogspot.li/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://karynskrepes.com/z/.filepage/vivi/3mail@b.c,1
1,1,1,0,1,1,0,0,0,0,0,2,1,0,0,7,0,0,6,1,4,14,1,0,1,552,0,15,0,44,0,0,1,0,0,0,13,0,0,0,0,16,0,http://instaloginpageaiquotesworldnew.blogspot.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://nickmcgough.com/pageslife/asdf/amVmZmFAd2Fjb3Nob2Vjb21wYW55LmNvbQ==,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://nickmcgough.com/pageslife/asdf/amVmZkB0cmlwa2lja3MuY29t,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://nickmcgough.com/pageslife/asdf/amVmZkBvb3Jvb2F1dG8uY29t,1
1,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,18,0,3,43,1,0,0,319,0,2,5,15,0,0,1,0,0,0,13,0,0,0,0,0,0,https://pinjaman-resmi99.best-newsx.biz.id/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://birthquote.us/leonnum/leonnum/auth/numero.php/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,http://attcom-109907.weeblysite.com/,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,37,0,1,0,496,0,2,4,20,0,0,0,0,0,0,3,1,0,0,0,5,0,http://gasdream.com/,1
1,1,0,0,1,1,1,0,0,0,0,4,0,0,0,14,0,1,3,5,5,29,1,1,0,869,0,16,0,21,0,0,1,0,0,1,1,0,0,0,0,7,1,http://freedonat.hop.ru/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,25,0,0,0,262,0,4,1,13,0,0,0,0,0,0,28,0,0,0,0,1,0,http://melayu-viral-vvip.str-check1.my.id/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://nickmcgough.com/pageslife/asdf/amF5akB2b3NqY2Mub3Jn,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,23,0,1,0,441,0,15,12,43,0,1,0,0,0,0,10,1,0,0,0,2,0,http://imtoken-bc.com/,1
0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,10,1,3,0,0,0,0,4,0,0,0,42,0,0,0,0,0,0,24,1,0,0,0,1,0,http://d84.05124.top/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.cuc365w.top/,1
1,1,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,6,1,5,4,1,1,1,356,0,7,0,44,0,1,1,0,0,0,10,1,0,0,0,0,0,http://wvhgn.blogspot.hr/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,http://att-106945.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,19,0,0,0,84,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,http://att-105219.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,25,0,0,0,262,0,4,1,13,0,0,0,0,0,0,28,0,0,0,0,1,0,http://join-roomlive.room-private-free.my.id/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,26,0,0,0,67,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,http://afcu35.firebaseapp.com/,1
1,1,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,6,1,5,4,1,1,1,324,0,7,0,44,0,1,1,0,0,0,10,1,0,0,0,0,0,https://jntex.blogspot.am/,1
1,1,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,6,1,5,4,1,1,1,325,0,7,0,44,0,1,1,0,0,0,10,1,0,0,0,0,0,https://hnteq.blogspot.md/,1
1,1,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,6,1,5,5,1,1,1,328,0,7,0,44,0,1,1,0,0,0,10,1,0,0,0,0,0,https://hnrtb.blogspot.is/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://365ok33.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://ue2jycc.imvolleyball.org/,1
1,1,1,0,0,1,1,1,1,0,0,4,1,0,0,0,0,0,1,1,3,12,0,0,0,231,0,0,2,8,0,0,0,0,1,0,3,0,0,0,0,3,0,http://magic-ten-beauty.glitch.me/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://nickmcgough.com/pageslife/asdf/amF5QGluZmluaXR5LXVzYS5jb20=,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://nickmcgough.com/pageslife/asdf/amFzb25sQGxhdmFsbGV5aW5kdXN0cmllcy5jb20=,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://nickmcgough.com/pageslife/asdf/amF5LndpbHNvbkB1c2Rmb3VuZGF0aW9uLm9yZw==,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,32,0,0,0,5928,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,http://viamdomannobouncestasz.aissa6.workers.dev/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,12,0,0,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,http://telegrpm.work/,1
1,1,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,6,1,5,4,1,1,1,351,0,7,0,44,0,1,1,0,0,0,10,1,0,0,0,0,0,http://ehcsd.blogspot.co.za/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://nickmcgough.com/pageslife/asdf/amFzb25AbG9tb250LmNvbQ==,1
1,1,0,0,0,1,1,0,1,0,0,6,0,0,0,0,0,0,1,2,4,7,0,0,0,351,0,0,3,16,0,0,0,0,1,0,4,0,0,0,0,4,0,http://bafybeibfir3wwl3kou2axhj65rxe232vmc4krnkns3owvi7n62c56i2ad4.ipfs.cf-ipfs.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.cqzmyl.com/,1
1,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,10,1,3,12,0,0,0,16,0,0,0,42,0,0,0,0,0,0,24,1,0,0,0,1,0,http://tgadminuser.ailifecenter.com/,1
1,1,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,6,1,5,4,1,1,1,351,0,7,0,44,0,1,1,0,0,0,10,1,0,0,0,0,0,http://dvngs.blogspot.sn/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,http://att-107016.weeblysite.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://zcxzcxzcx.d2jk5f4fer48s8.amplifyapp.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.shunxingsc.com/,1
1,1,0,0,1,1,1,1,0,0,0,3,0,0,0,0,0,0,5,1,7,8,0,0,0,347,0,7,4,23,0,0,1,0,0,0,2,0,0,0,0,8,0,http://tcc-29j.pages.dev/,1
1,1,0,0,0,1,1,0,1,0,0,6,0,0,0,0,0,0,1,2,4,7,0,0,0,351,0,0,3,16,0,0,0,0,1,0,4,0,0,0,0,4,0,http://bafybeieys5ouq3blbk2utmjh7y5shvu33edqjlvutiliwmqbx6ezv6h2su.ipfs.dweb.link/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.njhongque.com/,1
1,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,10,1,3,12,0,0,0,16,0,0,0,42,0,0,0,0,0,0,24,1,0,0,0,1,0,http://telegram.kecow.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.szyumao.com/,1
